Name,Location,Brand,Gender,      Age,Reviews
Sebastian Cox,Ireland,HP,Female,30,Design is quite good but some features made me unhappy.
Marigold Bloom,New Zealand,LG,Female,30,Great experience with the product and especially noise brand.
Rosemary Richards,United States,Microsoft,Female,40,Good to go product..
Leah Hood,Ukraine,HP,Male,31,Best Replacement
Juliette Norman,Philippines,Dell,Female,38,Great charging cord
Carmella Porter,Austria,Amazon,Male,35,Like original
Bob Harvey,South Africa,HP,Female,39,Iphone charger
Domenic Evans,Ireland,Samsung,Male,36,Price is right.
Liam Atkinson,Germany,LG,Female,37,Great quality.
Willow Richardson,South Korea,Apple,Female,31,Great charger
Caleb Watson,Poland,Apple,Male,32,Good Product
Goldie Oldfield,South Korea,Amazon,Male,33,It works
Barry Dyson,Pakistan,Dell,Female,40,Works Well
Quinn Brown,Colombia,Sony,Female,36,Great for this price
John Campbell,Vietnam,Dell,Female,37,Must buy produxt
Abdul Robe,Costa Rica,LG,Male,31,Must watch within budget
Rocco Mackenzie,Costa Rica,LG,Female,32,AWESOME PRODUCT
Mark Campbell,New Zealand,LG,Male,31,Nice
Eileen Cavanagh,Spain,Sony,Male,35,Awesome smartwatch
Allison Jobson,Austria,Amazon,Female,40,A step with Fire Boltt towards health consciousness
Aleksandra Lane,Italy,Sony,Female,30,Nice features
Harriet Uttridge,Colombia,HP,Male,31,Good watch
Rufus Whatson,South Korea,HP,Female,30,Worth the money!
Maxwell Hopkinson,Spain,HP,Male,37,Good product but lacks comfort
Scarlett Pope,Ukraine,Sony,Female,36,Average product
Benny Dwyer,Germany,Dell,Female,40,Excellent
Beatrice Drummond,South Africa,LG,Male,30,Noise Shots X5 Pro
Jane Larkin,Ireland,HP,Female,32,Worth every penny.
Kimberly Graves,Belgium,Dell,Male,32,Best earphones
Denny Wilde,New Zealand,Microsoft,Female,32,Awesome 👍
Harry Davies,Mexico,Sony,Female,35,Simply awesome
Sebastian Cann,Belgium,Sony,Male,33,Fabulous
Stacy Rixon,Nigeria,LG,Female,33,Awesome
Denny Dunbar,Pakistan,Samsung,Male,35,Excellent work
Ronald Sherry,India,LG,Male,34,Good
Hank Wallace,Norway,Sony,Male,31,Battery life
Andrea Hill,Nigeria,LG,Female,30,good phone
Davina Connor,China,Apple,Female,32,Good
Enoch Ellery,Chile,Sony,Female,39,Packing not gud very disappointe
Adalind Tait,Canada,Sony,Male,38,All features are good.
Logan Johnson,Mexico,Microsoft,Male,34,Good
Luna Fenton,Singapore,HP,Female,33,It's valuable for the Money
Martin Plumb,Singapore,Apple,Male,35,Good protect
Madison Adams,Ukraine,Amazon,Female,32,Nice one
Matt York,Norway,HP,Male,32,Worth for money.. Go for it.
Aiden Tanner,France,LG,Female,34,It's all bout that bass💯✌️🙄
George Barclay,New Zealand,LG,Female,40,Outstanding service
Alessandra Riley,Vietnam,HP,Female,36,Good quality
Carla Jeffery,Canada,Dell,Male,36,Good and bad.
Alice Ripley,China,Dell,Male,34,Amazing product. Must buy
Harvey Collins,Turkey,Dell,Female,40,Good except one cons
David Whitmore,Singapore,Microsoft,Male,35,Best of all!
Kieth Ebbs,United States,Dell,Female,31,Good for music
Skylar Cameron,France,Samsung,Male,34,Beautiful
Marigold Cavanagh,Belgium,Amazon,Male,34,Good Cable.
Maddison Morgan,Chile,Dell,Female,34,Durable cable
Matt Skinner,Costa Rica,Amazon,Male,38,Good sturdy cable
Cristal Wallace,Mexico,Sony,Male,37,great one
Josh Anderson,India,Amazon,Female,37,Very nice cable
Daniel Faulkner,Germany,Amazon,Female,33,Quality product
Carmella Swift,Brazil,Microsoft,Male,35,Good Product
Harvey Dixon,Peru,Dell,Female,30,Perfect
Percy Tyrrell,South Korea,Microsoft,Female,39,Very nice product
Mya Young,Austria,HP,Female,34,Five Stars
Percy Selby,New Zealand,LG,Female,40,Awesome product
Gil Fulton,Singapore,Sony,Male,37,Nice
Percy Andrews,New Zealand,LG,Female,39,Five Stars
Boris Ellwood,Pakistan,Microsoft,Female,33,Good quality material
Leslie Milner,Colombia,HP,Female,31,Good and sturdy
Brad Jennson,Philippines,Sony,Male,37,Very good cable
Mandy Webster,Mexico,Sony,Female,31,Nice experience
Gil Bryson,Turkey,LG,Female,35,Must go for it in the case you need
Maribel Gates,Germany,LG,Male,30,Ok
Juliet Williams,Brazil,LG,Male,36,Value For Money
Ivy Clarke,South Africa,LG,Female,37,Best Sound quality
Jackeline Stanley,Pakistan,HP,Female,32,Excellent sound quality
Marvin Gordon,Russian Federation,Samsung,Female,30,awesome product. Value for the money
Peter Clark,Poland,Sony,Male,37,This is good and value for money
Adela Archer,Colombia,Amazon,Male,39,Flimsy connection to earbud
Owen Kelly,South Africa,Amazon,Female,37,Service center
Sabrina Rowe,Poland,Sony,Male,30,Great product
Macy Parker,South Korea,LG,Male,38,Good for the price
Kurt Bell,South Korea,Amazon,Female,31,Super amazing earphones just for 300.
Joseph Gaynor,New Zealand,LG,Male,32,Nice product.. Worth the price. Not for bass lovers.
Grace Pope,United Kingdom,HP,Female,32,Good Quality product and Good customer care Service
Selena Russell,China,LG,Female,35,Mind-blowing product
Luke Noach,Brazil,Sony,Male,36,Noise bluetooth
Elisabeth Carter,Indonesia,LG,Male,40,Charging problems
Michael Porter,Costa Rica,Samsung,Male,32,Nice product
Anabel Larkin,Pakistan,Amazon,Female,33,Vinayak
Goldie Dobson,Canada,Apple,Female,33,It's really a great product
Henry Calderwood,Mexico,HP,Male,38,4stars
Jennifer Vaughan,Russian Federation,LG,Male,34,Good service 👍
Denny Dowson,Russian Federation,HP,Male,32,Good quality cable
Chelsea Evans,India,Apple,Male,31,Great item
Jacqueline Robertson,Poland,Microsoft,Male,33,IPhone 11 compatible
Anne Matthews,Sweden,LG,Male,39,Get connected
Andrea Farrant,South Africa,Microsoft,Female,30,It’s very value for the money
Isabel Fox,China,LG,Male,37,Good quality
Janice Lee,Russian Federation,Amazon,Female,30,Charging lead
Marvin Lomax,Turkey,Sony,Male,37,Brilliant. Great value for money.
Sabina Dwyer,Spain,Dell,Male,38,Good
Rosemary Umney,United States,Amazon,Female,35,Hasn’t broken yet!
Peter Holt,Italy,Sony,Female,38,Value money
Melanie Mcguire,Netherlands,Microsoft,Female,34,Nothing to say
Rocco Ring,Chile,Dell,Male,32,Perfect mobile
William Raven,Ireland,Amazon,Female,40,Awesome
Madison Robinson,Vietnam,Dell,Female,35,No one...
Erin Quinnell,Mexico,Samsung,Male,39,Good
Ethan Townend,Ukraine,Microsoft,Female,38,Good
Eryn Rust,Indonesia,Dell,Male,31,Nice smartphone
Christy Bennett,Germany,Microsoft,Female,40,Money use mob.
Nicholas Verdon,Vietnam,HP,Female,36,Camera quality is best
Alex Vinton,Canada,Amazon,Female,33,Super tempered glass
Gloria Collis,Germany,Dell,Female,31,Good screen- and great eco-friendly packaging
Adalind Riley,New Zealand,Dell,Female,39,Protection for I phone screen
William Gardner,Peru,Sony,Female,39,worth product
Colleen Walsh,Sweden,Amazon,Male,38,Amazing
Doug Wood,India,Amazon,Female,39,Screen Protector
Leah Utterson,Mexico,Dell,Female,30,Great product
Alex Kirby,Costa Rica,HP,Female,30,Very good quality
Taylor Drake,Singapore,Sony,Female,32,Good product
Samantha Lee,New Zealand,Microsoft,Female,38,Ghh
Johnny Flanders,Canada,HP,Female,34,Look before buying
Alessia Johnson,Costa Rica,Amazon,Male,34,Good one
Javier Greenwood,Australia,Sony,Male,40,Value for money
Eve Watson,Indonesia,Amazon,Female,38,Perfect 😍
Kaylee Armstrong,United Kingdom,Microsoft,Male,33,Okay okay
Miley Mcgregor,Russian Federation,Apple,Male,40,Excellent earphone
Analise Gosling,Ukraine,LG,Female,35,Value for money product.  Sound is awesome. JBL 🔥👍🤟
Miriam Miller,Sweden,LG,Female,33,Must buy guys
Hadley Walsh,United States,Microsoft,Male,37,Also good product
Anais Button,India,Dell,Female,33,Best Buy
Makenzie Bailey,France,Apple,Female,39,Very Good Screen Protector
Daron Hunter,Italy,LG,Female,34,Great.
Macy Pearson,Indonesia,Microsoft,Male,37,Easy to fit
Josh Casey,Belgium,Sony,Female,31,High quality
Martin Stone ,Pakistan,Apple,Male,33,"Easy installation, great protection 👍"
Morgan Palmer,Netherlands,Amazon,Female,32,"Great screen protector, works well for full functionality of screen."
Brad Edwards,Netherlands,HP,Male,30,Additional screen protection
Caleb Gordon,Colombia,Dell,Male,31,Easy to apply
Ally Powell,Colombia,Sony,Female,34,Great quality
Madison Oldfield,Germany,Sony,Female,40,Very good
Benny Booth,Mexico,Amazon,Female,38,Fast charging cable👌
Daphne Wallace,Ukraine,Sony,Male,37,Nice product
Enoch Willson,New Zealand,HP,Male,30,Very cheap quality product!!!
Mabel Oatway,Costa Rica,HP,Female,37,Amazing cable in terms of strength & length.
Julius Vince,South Africa,LG,Male,35,good
Alison Powell,Costa Rica,HP,Female,38,Very tough and Durable charging cable.
Tyler Wilton,United States,HP,Female,35,Awesome
Fiona Power,Colombia,Microsoft,Male,35,Great product
Hazel Norburn,Netherlands,LG,Female,38,Good quality product
Liam Nayler,United Kingdom,Samsung,Male,37,Good product
Samara Ellwood,Singapore,LG,Male,33,Value for money
Manuel Quinn,New Zealand,Sony,Female,32,Value for money
Abdul Connell,South Korea,LG,Female,31,Good sound poor connection
Rufus Rodgers,United States,Dell,Male,32,Need Mute button
Rufus Mcgregor,Mexico,Samsung,Female,30,Perfect Product!
Daniel Walton,Russian Federation,Microsoft,Female,34,Value for Money and Loved it .
Alex Benson,Australia,Samsung,Male,32,Go for it
Rufus Shields,Canada,Dell,Female,35,It good
Melinda Middleton,Singapore,Sony,Female,38,Good option in Bluetooth items
Danielle Thorne,New Zealand,Amazon,Male,39,SOUND QUALITY Best but battery only 6 Hrs I needed min 10 hrs man then life will be easy😇😅😂
Nina Simpson,Brazil,LG,Male,38,Waiting For Cloud Based Watchfaces
Chelsea Drummond,Sweden,Amazon,Male,37,Good buy
Rufus Sloan,Brazil,Sony,Female,32,Excellent smart watch with GPS...
Denis Whittle,France,Dell,Female,35,Nice
Rebecca Simpson,Netherlands,Sony,Female,39,"Wear It, Be Fit for year 2021."
Mason Parker,New Zealand,Apple,Female,36,Happy customer
Jade Rogers,Peru,HP,Female,37,Nice budget watch
Jolene Bell,Netherlands,Dell,Male,39,Perfect smart watch
Daron Morrow,Nigeria,Microsoft,Male,38,Happy with product
Chad Rycroft,New Zealand,LG,Female,30,The watch's GPS is too good that I don't have words for it.
Maxwell Jordan,Australia,Microsoft,Female,38,Durable
Domenic Campbell,South Korea,Sony,Female,35,Just like the ones that came with the phone.
Alison Glynn,Mexico,Amazon,Male,38,It charges and sync fine.
Stella Hill,Italy,Amazon,Male,38,👍
Sage Williams,Philippines,Dell,Female,31,Better than Apple brand
Maxwell Cann,Indonesia,Dell,Female,33,Perfect
Aiden Calderwood,Colombia,Samsung,Female,36,Great for $
Bernadette Powell,Ireland,LG,Male,37,Worth It
Caleb Bradshaw,United Kingdom,Amazon,Male,39,Apple chargers
Emerald Drummond,Vietnam,Dell,Female,34,New cord works fine
Winnie Hewitt,Colombia,Sony,Female,33,Very good for the price
William Funnell,India,Samsung,Male,31,Good product from best seller
Mavis Harper,France,LG,Male,37,Super
Alan Myatt,United States,Amazon,Female,34,BEST N ABOVE ALL .
Jack Adams,Colombia,Apple,Male,34,Good product at this price
Ron Casey,New Zealand,Dell,Female,37,Everyone can buy this headphone its truly unbelievable with amazing subwoofer sound.
Emely Blythe,United States,LG,Male,39,Satisfied
Blake Shea,Vietnam,Sony,Male,36,Good Sound Quality
Domenic Wright,Ukraine,Amazon,Male,31,a nize one
Joy Rose,Philippines,LG,Female,37,Nice earphone with bass
Anabel Stevenson,Brazil,Dell,Male,35,Yes
Hazel Edler,Vietnam,Amazon,Male,39,Nice
George Drake,Germany,Sony,Female,34,Value for money
Logan Hammond,Nigeria,LG,Female,37,Nice product
Julian Page ,South Korea,HP,Female,33,Overall good but not in camera experience and it is also not connecting to laptop
Anthony Davies,France,HP,Female,32,good
Livia Thomson,Poland,LG,Male,32,Best deal in this amount
Enoch Brennan,Australia,HP,Female,30,Value for money
Judith Wright,Pakistan,Dell,Female,30,Wow.
Lindsay Wright,South Korea,Samsung,Male,40,Okay with 9999 amount
Julius Reynolds,Netherlands,Sony,Male,31,A great  product
Matthew Downing,Chile,Microsoft,Female,38,Quality product
Mason Grant,Austria,Microsoft,Female,35,You Can't Get anything better this .
Joseph Robertson,Germany,Sony,Female,39,Overall Product  is good
Raquel Dallas,Singapore,HP,Male,36,Cool
Caleb Needham,Poland,Microsoft,Female,37,Comfortable
Jennifer Kaur,Chile,Sony,Male,31,Best earbuds at this price
Samantha Wood,Indonesia,Dell,Female,32,Value for money
Zoe Robertson,Ukraine,Amazon,Male,33,GOOD PRODUCT
Chuck Walker,Colombia,HP,Male,40,Excellent product
Alan Noon,Norway,Microsoft,Female,36,It's sound is best
Enoch Vincent,Norway,HP,Female,37,Good earphone under 1500
Cassidy Williams,Spain,LG,Female,31,okay product
Liam Clarke,China,Sony,Female,32,Over all a Good product.
Gabriel Thornton,Russian Federation,Amazon,Male,31,Left side not working after 7 months
Iris Shelton,Singapore,HP,Female,35,Nice for gifting!
Daron Hunt,Ukraine,Samsung,Male,40,Loved it.!! Boat never disappoints me.
Tyson Morgan,Chile,Dell,Male,30,Nice at decent price
Dasha Morrison,India,Sony,Male,31,Excellent product
Daniel Vane,Philippines,LG,Male,30,Noise cancellation not works as mentioned.
Adalind Phillips,Netherlands,Microsoft,Female,37,Awesome product
Benny Thomson,France,Sony,Male,36,Good
Sasha Williams,United Kingdom,Dell,Female,40,Good product
Evie Benson,Spain,Sony,Female,30,Good camera
Lara Zaoui,Poland,LG,Female,32,Durability is good
Sienna Powell,Colombia,LG,Female,32,Working well
Johnny Coleman,Ukraine,HP,Female,32,Charging is bit slow.
Isla Lane,United Kingdom,Amazon,Female,35,So far all good.
Emma Shaw,China,Dell,Female,33,Good
Fiona Stewart,Mexico,HP,Male,33,Price satisfaction
Aisha Fisher,France,Dell,Female,35,A Great one from Amazon
Manuel Bailey,South Africa,Apple,Male,34,Good Quality
Wade Thompson,Italy,Dell,Female,31,Nice
Jocelyn Burnley,Sweden,Microsoft,Female,30,Nice product
Johnny Wise,Belgium,Sony,Female,32,Very nice product very durable
Nicholas Pickard,South Africa,Dell,Male,22,Good quality.
Leilani Coates,Australia,Dell,Male,22,Awesome
Gladys Roman,South Africa,LG,Male,19,Reliable
Chuck Irving,France,LG,Female,28,amazon basis wire
Cherish Lakey,Peru,HP,Female,21,excellent quality
Isabel Shelton,Singapore,Apple,Male,19,Proper Sound Quality
Aurelia Mason,Austria,HP,Female,22,Good review
Phillip Butler,Turkey,Apple,Male,26,Amazing earphone
Maya Olson,Singapore,Sony,Female,18,Awesome
Sharon Huggins,Colombia,Samsung,Female,21,Amazing earphones
Hazel Jones,Brazil,Amazon,Male,25,Awesome product..
Maggie Hunter,Singapore,Microsoft,Female,23,Great product
Iris Silva,Philippines,Dell,Male,30,Nice product
Mason Thomson,Poland,LG,Male,19,Bought the beast for 199
Vivian Thomas,Russian Federation,Microsoft,Male,30,clear and perfect sound
Harry Allington,Netherlands,HP,Female,18,Nice product
Kendra Stone,Canada,Amazon,Female,21,Overall gud product
Joseph Collis,India,Microsoft,Female,22,Nice product
Noah Adler,Mexico,Apple,Female,19,Good sound quality
Lexi Ryan,Ukraine,Samsung,Female,27,Worth to buy Noise Tune Active
Andie Mason,Philippines,Sony,Female,22,Good
Bristol West,Germany,LG,Male,20,Good 👍
Elena Crawford,Turkey,HP,Male,29,Overall gud
Eduardo Flanders,India,Amazon,Male,19,Superb
Josh Gordon,Australia,Samsung,Male,28,Best in bluetooth earphone ♥️
Nathan Baker,Singapore,HP,Male,27,Good value
Marina Strong,Chile,HP,Male,21,A good buy
Luke Coleman,Spain,HP,Male,28,Quality lead
Shelby Lane,Chile,Dell,Male,30,All good
Rosemary Rowlands,Chile,Amazon,Female,25,Love it
Anabel Harrison,New Zealand,LG,Male,23,As advertised
Mayleen Welsch,Pakistan,Dell,Male,21,Okay
Kaylee Mcleod,France,Sony,Female,30,Very good product and good value for money
Fred Darcy,Belgium,HP,Female,25,Strong and durable
Hayden Nicholls,China,Amazon,Male,18,Great
Mike Kerr,Mexico,Apple,Male,21,Smart watch
Tom Rogers,Poland,Microsoft,Female,27,Amazing watch
Denis Turner,Mexico,LG,Male,22,Must try
Maxwell Scott,New Zealand,Samsung,Female,29,Worth buying
Bridget Hogg,South Africa,Dell,Female,27,Good product
Charlize Rose,Ireland,Microsoft,Female,26,Good to go!
Rhea Davies,France,Amazon,Female,23,Best smart watch for boys under 3000
Sebastian Poulton,Poland,Microsoft,Male,19,Just bought will update after using
Julian Broomfield,Indonesia,Microsoft,Male,25,Yes
Johnny Gilbert,Netherlands,Dell,Female,25,Lovely
Oliver Fleming,Singapore,Sony,Female,18,Good
Gil Mcgee,Australia,Amazon,Male,25,"Good, but can be better."
Adela Anderson,Italy,Samsung,Male,28,Very Good
Emery Hogg,Ukraine,Sony,Female,23,Product quality is good
Matt Addison,Peru,Samsung,Male,27,Good product
Jack Gibson,Colombia,Microsoft,Female,24,Super
Victoria Bailey,Singapore,Apple,Male,27,Good product
Samara Vernon,Brazil,Amazon,Male,30,High-quality
Sadie Ryan,Chile,HP,Male,23,👌
William Durrant,China,Dell,Female,28,Recommend to buy
Gil Nelson,Poland,Dell,Male,28,Good earphones that so not hurt my ears.
Kendra Bailey,India,LG,Male,19,JBL
Willow Pierce,Vietnam,Amazon,Female,19,Good
Miley Hunt,Nigeria,Samsung,Female,25,Go for it...
Renee Rehman,Pakistan,HP,Female,19,Good product
Leanne Kelly,South Korea,Dell,Female,27,Average
Mike Clarke,Australia,HP,Male,18,Worth the investment
Harry Faulkner,Peru,Apple,Female,23,Superb Sound
Marina Gordon,Turkey,Microsoft,Female,27,Good
Sabina Fisher,Spain,HP,Male,25,Worth it
Cecilia Vangness,China,Microsoft,Male,23,Excellent
Josh Rees,China,Samsung,Female,30,The best
Wade Underhill,Nigeria,Microsoft,Female,21,Super easy installation and great to the touch
Marie Walton,Russian Federation,Microsoft,Female,28,Excellent. Trusted brand.
Bob Shepherd,Colombia,Samsung,Male,28,Great quality!
Payton Everett,Poland,Amazon,Female,30,Excellent cover
Johnny Leslie,Colombia,Dell,Male,23,"A good screen protector, BUT..."
Lynn Lee,Russian Federation,LG,Female,21,Excellent.
Barry Ebbs,Chile,Amazon,Male,19,Does the job so far
Marjorie Moss,Belgium,HP,Male,18,High quality
Gloria Plant,Belgium,Samsung,Female,28,Good quality
Agnes Exton,Poland,Microsoft,Female,20,I like it and it is worth its price
Russel Burnley,Italy,Microsoft,Female,26,Best cables ever
Jayden Donovan,Italy,LG,Female,25,Very good
Jenna Hall,India,Amazon,Male,25,Very good
Lucy Hewitt,Netherlands,Dell,Female,23,Strong as Hulk
Josh Underhill,Ireland,LG,Male,19,Value for money
Doug Watson,Indonesia,Sony,Male,22,working well
Carl Kirby,France,Amazon,Male,22,Go for it
Shay Lane,China,LG,Male,24,Very very good
Darlene Haines,Norway,HP,Female,19,BoAt
Hank Preston,Pakistan,HP,Male,19,A must buy.
Ema Allen,Indonesia,Amazon,Female,26,Good product
Carl Mcneill,Nigeria,Microsoft,Female,21,Best in this price range
Luke Murray,Netherlands,LG,Female,27,Boat
Eileen Clarke,Costa Rica,Sony,Female,27,Nice Product in offer price.
Allison Glynn,China,LG,Female,18,Best
Carl Lee,Vietnam,LG,Female,27,That's amazing product 👌
Kenzie Dwyer,Belgium,Microsoft,Female,20,Good Product for this Price
Josh Douglas,Brazil,LG,Male,27,Great product with strong BASS
Teagan Coates,Sweden,HP,Female,22,Wonderful Smart watch
Joseph Nielson,Poland,Amazon,Male,26,Watch
Phillip Simpson,Chile,LG,Female,26,Awesome product
Felicity Blackburn,South Korea,Amazon,Female,25,"Happy with the product, should go for it in this price range"
Penelope Dale,Italy,Sony,Female,24,Just Amazing!!!!!
Tyler Radley,Canada,Apple,Male,24,Good one!
Mike Reynolds,Sweden,HP,Male,25,Pls improve app. Can't even install the app noisefit x
Cassidy Vallory,Italy,Microsoft,Male,29,Best smart watch in the segment
Chadwick Khan,New Zealand,Dell,Female,27,Value for money
Chadwick Rust,Germany,Dell,Female,27,Great buy under 5000 rupees
Tyson Horton,Belgium,Apple,Male,30,Above and Beyond
Amelia Malone,Spain,Dell,Female,25,A+
Michael Greenwood,Belgium,Dell,Male,29,Good Quality
Jayden Richardson,Colombia,Sony,Female,25,Good choice
Rick Welsch,Singapore,Amazon,Female,20,Cool
Manuel Utterson,Italy,Amazon,Male,24,Cord Works Fine
Kieth Forth,India,Amazon,Female,30,Great charger
Gwen Dowson,India,Dell,Male,21,Basically Brand-Name for Cheaper!
Roger Bloom,Norway,LG,Male,28,Pretty good
Faith Martin,Netherlands,Sony,Male,22,Great product
Chad Wigley,Brazil,HP,Female,28,Great audio
Makenzie Redden,Brazil,Dell,Female,30,Best product within Rs 400
Iris Cooper,Belgium,Sony,Female,24,Cost effective
Robyn Allen,Sweden,Sony,Female,24,Best under 300
Doug Ingham,Ireland,Sony,Female,21,Stupendous.
Bart Rowan,Mexico,Microsoft,Female,20,Excellent product for the price
Stephanie Freeburn,Italy,Sony,Male,21,Jhakaaaaaaaas🤑
Hank Shepherd,Brazil,LG,Male,21,Wonderful product
Maia Hudson,Belgium,Amazon,Male,30,True wfm product
Liam Long,Indonesia,Sony,Male,23,Worth for price
Mayleen Rodwell,Chile,Sony,Male,18,nice
Rebecca Harvey,Germany,Sony,Male,21,Loved worth for money
Vanessa Robinson,China,Sony,Male,18,Nice Product from MI India
Rowan Daniells,Mexico,Dell,Male,26,Good
Caitlyn Widdows,Singapore,Amazon,Female,29,Overall a good budget phone for normal family use
Phillip Moss,Nigeria,Microsoft,Male,24,Its very Useful
Irene Pickard,France,Dell,Male,20,"Mobile is lookiwse and very usefull product , battery life is too good"
Aiden Wright,Spain,Dell,Female,24,Excellent phone
Carol Brennan,Spain,Amazon,Female,23,BEST MOBILE IN BUDGET
Logan Shaw,United States,Dell,Male,29,Very good 👍 Amazon and redmi
Chad Mcguire,Mexico,Dell,Male,20,Look
Morgan White,Colombia,HP,Female,22,Mob
Benjamin Dixon,India,Microsoft,Male,23,Battery
Belinda Locke,Turkey,Sony,Female,19,Battery life
Violet Stevenson,Belgium,Microsoft,Female,30,Tooooooo Good
Danny Norburn,Italy,Dell,Female,25,I am happy thanks Amazon
Nate Olson,Poland,Amazon,Male,25,All system is good working
John Asher,Ukraine,Microsoft,Male,30,Good product..
Sebastian Johnson,Nigeria,Microsoft,Female,29,Nice products
Alma Ryan,United States,Sony,Female,23,Good product but not for gameing.
Roger Griffiths,Vietnam,Apple,Male,21,Awesome
Tyler Farmer,Indonesia,Microsoft,Male,27,Value 4 money
Mark Egerton,South Korea,Sony,Female,22,Value for money..
Maxwell Rust,Australia,Apple,Male,27,Cool Base
Tom Nicolas,New Zealand,HP,Female,20,Good Earphones at this price.
Holly Olivier,Indonesia,Microsoft,Male,25,Buying thus for the 3rd time coz it's awsome😍
Quinn Exton,France,LG,Male,30,Powerful bass with crystal clear sound quality | Value for money
Rufus Taylor,Colombia,Amazon,Male,23,Boat is always best.
Carl Dickson,Germany,Amazon,Female,29,Superb wireless earphone
Sofia Radley,Spain,LG,Male,29,Best budget bluetooth earphones.
Noah Snow,Costa Rica,Apple,Male,28,good  quality product.
Gil Wallace,Costa Rica,Amazon,Female,29,Good buy
Naomi Tyler,Germany,Amazon,Female,20,Great Cables
Joseph Andrews,Italy,Samsung,Female,29,100% value for money
Alex Jordan,South Korea,LG,Female,25,Fast Charging.
Ruth Middleton,Netherlands,HP,Male,18,Superb product
Hadley Warner,Chile,Dell,Female,22,Perfect
Kendra Robertson,Colombia,Sony,Female,27,Nice one
Jane Walker,Indonesia,LG,Male,24,"Wayona Nylon Usb Type C Cable ,"
Clint Kelly,Poland,LG,Male,28,Every one has to place an order for it
Joseph Fox,Ukraine,HP,Female,25,good quality
Audrey Squire,Singapore,Samsung,Female,27,Don’t buy this product
Brad Doherty,Indonesia,Amazon,Female,19,Ok
Estrella Page ,France,Sony,Male,18,Not a good product at all
Rita Kent,Vietnam,Dell,Female,28,Good
Deborah Barclay,Canada,LG,Male,19,Buy this
Ron Lloyd,Ukraine,Microsoft,Female,26,Made life easy )
Maxwell Randall,United Kingdom,Apple,Male,23,Good product
George Whinter,United States,Sony,Male,18,Good product
Benjamin Bennett,Vietnam,Sony,Female,25,Satisfactory
Mavis Duvall,Mexico,Microsoft,Female,28,Outstanding Product
Jacob Roberts,South Africa,Dell,Female,22,Good earphones
Nathan Stone ,New Zealand,HP,Female,21,Value for money
Sydney Richardson,Colombia,LG,Male,20,Useful  product
Benny Redwood,Costa Rica,HP,Female,18,Best dual driver headphone at this price
Beatrice Raven,Peru,Microsoft,Male,24,headphone
Matt Potts,Mexico,Sony,Male,27,Good sound quality
Nicholas Broomfield,Poland,LG,Male,18,Nice Buy
Gabriel Abbey,Nigeria,HP,Male,30,Loved it
Lucy Ward,Brazil,Microsoft,Female,26,Good quality earphones
Danny Collins,Peru,Samsung,Male,29,Sound quality and battery backup
Ethan Dunbar,Chile,Apple,Female,28,Best at the price range 🥺💜
Eduardo Reese,Germany,HP,Female,24,Nice product
Fred Lane,Germany,Microsoft,Female,18,Impressive
Wade Dallas,India,Dell,Female,26,Amazing product
Lorraine Kelly,Nigeria,Samsung,Female,18,Vala
Sabrina Ellis,Brazil,Dell,Female,19,Good
Melinda Cadman,Austria,Amazon,Female,18,Noise  wireless earphone
Mackenzie Thomas,Vietnam,Microsoft,Male,28,Best Qaulity Bluetooth Earplugs.
Rufus Thornton,Poland,LG,Female,26,Excellent sound quality
Norah Edler,United States,Apple,Male,28,Braided cable - life saver!
Denny Mccall,Mexico,Amazon,Female,23,5-star product
Lily Warner,New Zealand,Amazon,Female,22,Value
Greta Ring,Canada,Sony,Female,29,Works well with iPhone 7
Roger Swan,China,Microsoft,Male,23,Perfect
Madelyn Glynn,Poland,Sony,Male,56,Works exactly as expected
Marvin Gosling,Sweden,Apple,Male,60,Ain’t let me down yet!
Caitlyn Steer,Canada,Microsoft,Female,54,Excellent.
Jenna Craig,Ireland,Sony,Female,60,Charger
Mark Callan,Philippines,Dell,Male,52,Great item
Doug Richards,China,Dell,Female,60,Phone connect
Charlotte Grey,Austria,Sony,Male,57,Good
Karen Jones,Lunel,LG,Female,60,Best in class
George Matthews,Greenlaw,Sony,Female,59,Accuracy
Ruby Anderson,Xinjiang,Amazon,Male,54,Nice
Aiden Goodman,Odessa,Dell,Female,60,Amazing product
Leroy Spencer,Weyburn,Amazon,Male,59,Good watch
Mark Janes,Sauris,HP,Male,54,Great
Aiden Truscott,Yellowknife,Sony,Male,55,New
Darlene Jeffery,Lisieux,Samsung,Female,58,Very good
Owen Ripley,Xinjiang,Sony,Female,55,Good product. Late delivery
Roger Parker,Broken Hill,LG,Female,58,Good service
Bethany Willis,Canberra,Microsoft,Female,56,Good tempered glass
Samantha Burnley,Hazaribag,Microsoft,Female,52,Awesome
Ally Mason,Darwin,Microsoft,Female,53,👍
Carina Furnell,Lauder,Amazon,Male,54,Value for Money....Quality Product...
Abbey Graves,Kharmang,LG,Male,59,Excellent product
Sara Gates,Nagaon,Apple,Male,55,Worth purchasing
Isabel Wilde,Newcastle,HP,Male,52,Perfect
Adina Hancock,Dundee,Amazon,Male,55,Nice
Brad Neal,Dadu,Dell,Male,57,Great product!
Matt Jefferson,Langenburg,Sony,Male,59,Good quality
Mavis Evans,Killa Abdullah,Sony,Male,52,Fit and solid
Carrie Morgan,Cuccaro Vetere,Dell,Female,51,Easy use
Noah Leigh,Avise,Samsung,Male,50,Amazing
